,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
coA-FolK,695,580,394,824,1056,544,538,425,414,972,972,774,1269,939,904,287,284,99,82,244,247,372,376,359,370,467,448,135,139,187,228,320,163,320,215,109,297,446,74,149,145,81,179,22,14,6,67,23,17,28,17,0,0,22,13,24,10,12,18,27,21,27,19,20,3,32,26,35,23,24,50,20,18,19,14,41,21,4,16,21,6,14,21,1595,1489,299,250,138,274,319,361,44,275,125,199,158,383,113,83,144,120,167,134,156
Phosphonate metabolism,50,58,23,53,100,76,51,51,38,110,97,64,85,61,71,64,53,20,20,40,40,67,59,54,50,72,68,17,24,3,7,17,8,1,5,3,5,4,22,53,10,15,89,3,1,0,3,2,2,3,4,0,0,4,6,6,1,0,2,4,3,4,5,1,0,3,3,8,5,4,5,1,0,3,3,1,3,0,4,6,0,4,0,138,124,20,17,16,13,15,33,4,9,3,21,17,31,10,8,6,8,23,22,15
Phosphoenolpyruvate phosphomutase,113,98,89,181,250,144,81,86,47,223,247,163,239,173,176,91,78,17,14,68,67,119,105,88,85,101,90,40,72,27,46,48,63,5,57,21,51,10,45,70,41,51,95,7,3,1,14,10,6,7,6,0,0,5,7,8,2,5,3,5,3,9,9,7,0,3,12,13,9,10,9,9,6,14,10,17,7,2,7,9,3,7,5,293,291,103,88,32,100,56,20,4,34,21,22,25,56,15,16,5,6,16,17,23
Chlorobenzoate degradation,129,55,39,77,79,33,75,45,22,192,63,30,202,88,75,27,23,12,11,14,13,35,36,22,23,32,27,27,16,43,27,57,0,10,4,2,4,1,20,36,28,16,42,12,6,1,21,10,9,24,11,1,0,3,8,4,2,2,8,9,7,8,5,3,0,8,7,7,7,5,17,9,11,11,10,4,4,0,6,4,3,6,13,209,213,51,27,20,78,61,31,3,26,12,28,7,17,7,12,20,18,7,3,5
Teichoic and lipoteichoic acids biosynthesis,1870,1959,1224,2479,3390,1817,1514,1292,1096,3279,3046,2382,3738,2937,2632,762,697,221,208,602,560,894,888,991,930,1136,1044,395,366,435,349,751,402,340,523,319,640,481,203,338,270,167,447,49,41,11,147,41,56,60,43,0,2,43,37,78,27,46,41,78,50,82,48,27,8,64,74,73,55,57,88,83,31,58,64,62,39,1,31,52,18,41,38,3982,3800,719,596,288,623,710,571,86,475,230,520,330,987,219,245,362,324,293,288,285
D-Galacturonate and D-Glucuronate Utilization,8629,6618,4751,9295,12780,6585,6164,5399,3995,13618,11520,7784,14845,10073,8254,4257,3871,1357,1306,3219,3060,4997,4880,5943,5772,7532,7311,3517,3089,3055,3356,5967,2802,2332,2967,1603,3176,2299,1858,3154,3170,1953,4707,489,438,105,950,473,448,606,386,1,0,293,388,752,188,420,288,780,447,678,399,339,35,507,666,758,613,607,981,537,294,470,534,668,357,40,430,427,171,469,384,17991,17503,3330,2147,1086,2680,2865,3319,391,2510,1020,1833,1149,3513,860,879,968,799,930,997,962
D-galactonate catabolism,564,488,313,629,900,554,384,322,234,878,754,530,814,713,536,347,329,122,110,255,247,344,299,511,510,598,533,172,178,154,181,385,143,30,182,38,205,177,132,270,123,88,206,22,19,12,48,22,26,25,30,0,1,16,12,32,10,23,14,29,25,44,8,20,2,24,19,41,24,24,53,17,16,19,26,40,23,2,21,25,13,28,17,1449,1372,188,157,73,133,250,296,22,97,48,98,59,166,48,47,48,44,30,31,34
D-galactarate_ D-glucarate and D-glycerate catabolism,2870,2405,1631,2824,4401,2354,2025,1972,1458,4003,4261,3097,4168,3165,2787,1314,1105,383,377,1100,1004,1691,1628,1400,1334,1769,1707,640,676,489,496,966,360,160,508,263,431,326,464,747,493,485,953,87,76,26,197,100,105,107,93,0,1,56,69,152,58,81,61,156,76,143,60,67,9,111,112,123,105,114,181,124,71,86,136,142,89,3,68,73,45,93,81,5297,5112,761,665,296,695,760,947,88,621,256,583,437,1108,305,293,313,284,381,379,367
CoA Pantothenate HMP,6525,6148,4161,7719,11044,5817,5090,4694,3849,10225,10543,8200,11847,9174,8898,2803,2489,810,745,2317,2206,3487,3418,3327,3204,3916,3720,2087,2088,1703,1787,3232,2139,1972,2839,1838,3416,2274,1230,2173,1616,1381,2782,281,249,48,686,235,283,322,251,1,2,205,239,447,128,228,203,476,261,415,275,200,13,283,346,440,320,316,559,321,143,307,350,394,238,15,227,266,117,267,216,12894,12496,2497,2064,1011,2223,2672,3255,389,2241,1005,1780,1274,3557,808,779,1010,842,1222,1246,1328
2-phosphoglycolate salvage,240,185,135,317,379,164,203,135,105,442,378,247,451,321,292,88,69,27,25,80,70,120,120,137,133,174,164,46,35,20,21,66,18,5,38,17,23,51,27,41,23,14,61,3,8,0,10,3,6,8,6,0,0,4,7,7,3,4,2,7,9,9,3,7,3,11,5,6,3,7,7,9,4,8,7,9,4,0,5,4,3,5,6,576,535,77,77,37,53,115,145,15,70,29,75,57,154,30,40,44,49,55,75,41
Chlorophyll Biosynthesis in plants and prokaryotes,291,355,194,402,622,271,255,224,188,577,473,373,869,698,566,115,110,34,36,113,95,163,155,285,288,335,321,61,87,255,391,366,260,88,107,87,284,1174,48,55,60,40,153,19,30,9,41,12,19,30,16,0,0,12,18,36,11,20,5,20,15,26,8,24,0,21,25,38,26,18,32,48,16,27,11,15,11,1,16,17,6,25,9,1159,1126,168,95,49,116,135,411,37,189,81,77,52,184,27,43,62,50,49,42,40
Experimental tye,4204,3639,2448,4891,6517,3503,3457,2834,2286,6669,6131,4815,7625,5598,5243,1774,1574,535,509,1569,1453,2426,2380,2038,1985,2533,2467,1286,1099,1060,1061,2037,1162,1845,1498,1173,2009,1820,664,1164,892,723,1405,175,139,37,533,187,191,252,154,0,0,140,130,276,70,128,147,284,152,273,156,137,15,203,241,242,206,172,352,181,102,215,196,246,157,5,152,186,73,160,141,9569,9212,1874,1405,677,1673,1885,1867,215,1315,578,1303,875,2550,570,590,840,659,859,886,889
Methionine Salvage,774,655,420,854,1221,712,593,503,450,1159,1198,977,1501,1243,1037,274,251,85,81,250,257,388,406,379,388,418,409,398,357,276,315,520,516,257,550,253,591,333,229,418,314,315,583,59,37,9,111,53,50,65,42,0,0,37,34,66,27,39,35,87,56,82,55,35,3,51,75,76,64,62,107,58,33,43,52,81,53,2,52,55,24,55,54,1540,1462,281,221,106,246,299,486,33,253,89,222,167,450,111,92,125,115,155,152,145
Naphtalene and antracene degradation,94,67,77,147,205,79,89,59,47,185,156,121,171,138,144,56,54,20,21,75,78,82,79,83,72,108,94,35,57,11,19,32,10,3,8,7,11,15,27,43,25,26,27,4,3,2,8,3,3,6,2,0,0,2,1,1,2,2,2,10,5,7,4,4,0,3,2,7,5,1,9,9,1,4,7,8,6,1,4,2,2,2,2,303,302,39,43,20,39,52,58,3,17,12,26,24,46,10,10,8,6,11,15,12
Anaerobic Aromatic Degredation (benzoate),2094,2076,1390,2290,3594,2019,1796,1698,1177,3914,4018,2498,3221,2254,2117,950,855,294,276,806,758,1308,1260,935,904,1072,1041,1098,791,221,251,392,272,241,220,100,206,378,383,584,430,354,572,58,60,15,112,52,57,66,64,0,1,35,43,90,18,68,39,109,56,93,54,41,4,63,52,81,77,72,97,72,37,68,104,86,49,8,56,44,22,56,49,4902,4721,531,458,243,466,579,586,60,352,168,478,368,1011,242,257,278,261,398,396,435
Aromatic amino acid degradation,6541,5021,3461,6947,8970,4909,5031,3961,3079,9835,8727,6231,11516,7989,7412,2542,2376,762,735,2240,2111,3158,3061,2976,2936,3679,3532,1951,2153,1910,1784,3505,2315,1486,2740,1232,2662,2143,1238,2113,2012,1422,3120,379,288,66,767,321,306,366,259,3,1,172,268,469,153,266,217,572,288,503,294,225,29,399,405,468,372,417,650,351,166,357,434,445,273,25,279,326,142,295,304,12887,12370,2574,1830,953,2216,2645,2334,272,1552,702,1642,1010,2782,641,699,711,665,637,718,668
Chorismate biosynthesis in Streptococci,2842,2606,1866,3323,4428,2490,2250,1931,1674,4362,4330,3423,4941,3801,3592,1155,1052,353,357,1087,1048,1677,1619,1363,1309,1676,1629,1214,1130,818,858,1473,1236,1028,1347,877,1482,1135,643,997,771,803,1535,132,108,26,272,120,131,138,108,0,1,104,113,210,58,95,82,203,132,186,109,102,10,161,155,201,162,160,273,173,94,147,188,226,110,14,122,132,67,132,106,4685,4628,931,710,364,813,887,1368,125,869,366,704,501,1482,306,336,438,377,519,546,522
Chorismate Synthesis,1274,1244,807,1470,2312,1132,1043,894,762,2077,2111,1533,2326,1745,1677,571,550,153,156,426,400,626,649,690,690,898,878,568,614,434,467,885,604,557,637,336,719,685,397,625,495,390,745,86,65,12,207,70,71,88,65,0,0,75,66,133,51,68,64,145,75,128,86,57,4,87,142,128,79,96,170,105,40,76,128,144,72,8,78,88,31,72,88,3279,3141,562,461,239,510,611,676,84,388,159,362,236,810,166,174,220,179,255,238,271
Benzoate transport and degradation cluster,1635,1603,1157,2040,3163,1723,1387,1220,964,2828,3042,2058,2844,2262,2004,668,613,221,200,577,559,864,862,924,892,1153,1097,1006,992,307,397,751,564,29,308,154,272,285,597,922,598,646,905,93,63,15,192,83,82,108,74,0,2,38,77,167,42,67,82,173,93,113,94,72,9,113,117,134,118,112,192,128,63,94,156,166,86,8,67,96,44,119,96,4558,4453,400,310,180,353,363,295,30,202,90,339,271,626,161,141,163,156,280,302,245
Anaerobic benzoate metabolism,125,99,92,117,166,94,85,87,76,223,188,137,167,149,146,49,48,15,15,50,45,92,103,46,49,50,58,52,62,22,19,41,17,5,30,38,29,12,39,59,34,29,73,6,8,0,7,10,6,5,3,0,0,3,3,14,5,5,9,10,3,5,3,6,0,7,8,9,8,10,9,6,5,6,13,8,12,0,7,2,3,6,3,233,215,21,15,10,21,15,34,2,21,8,23,12,36,9,9,11,15,17,15,25
2-Ketogluconate Utilization,60,40,25,59,106,52,47,39,39,61,98,46,68,44,42,26,24,8,11,10,11,18,20,78,77,89,86,19,25,23,20,31,22,1,24,4,26,39,17,42,35,6,57,3,3,0,9,2,4,2,6,0,0,3,1,4,2,2,1,6,3,4,3,0,0,7,3,5,2,1,2,1,2,2,1,3,4,1,3,2,1,5,2,115,101,15,11,3,9,20,36,3,16,6,14,11,27,5,12,6,3,4,3,3
L-Arabinose CS,3911,2553,1628,3301,4797,2259,2629,2024,1313,6018,4248,2634,5454,3375,2623,1529,1396,494,469,1143,1085,1854,1817,2413,2392,2947,2890,1873,1256,1433,1509,2615,690,627,707,357,887,736,698,1281,1355,739,2477,178,168,51,414,214,196,253,179,3,1,146,172,333,87,194,123,313,213,264,153,145,15,259,266,333,266,293,409,235,126,230,241,315,178,23,196,184,78,182,158,6665,6573,1216,755,382,869,1228,1697,142,936,445,826,496,1642,383,379,543,499,471,495,494
Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria,14,18,5,22,32,22,13,24,11,28,39,24,18,20,15,14,19,3,4,19,26,24,25,13,14,5,7,1,6,23,20,6,13,10,2,4,5,103,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,3,0,0,1,0,0,0,0,39,42,12,13,6,16,14,7,2,11,4,9,6,11,2,1,6,3,5,4,4
Plastoquinone Biosynthesis,3,5,4,5,21,2,3,3,0,3,11,1,9,2,9,0,0,0,0,2,2,1,0,0,0,2,2,1,0,5,0,2,0,19,4,4,2,4,1,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,13,1,3,0,6,0,0,0,6,2,3,1,5,1,4,2,2,4,3,0
Propionate-CoA to Succinate Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-methylcitrate to 2-methylaconitate metabolism cluster,19,40,39,59,92,62,26,26,24,56,64,43,83,62,103,35,30,11,9,15,15,25,18,31,31,33,35,8,17,27,28,48,16,0,32,16,27,15,11,16,15,16,26,9,2,0,7,3,1,3,1,0,0,3,2,4,2,1,4,4,4,6,1,2,0,2,10,1,3,3,5,5,0,4,5,4,1,0,2,4,0,7,2,161,167,48,35,21,37,16,11,3,17,14,20,12,34,8,6,5,8,18,9,20
Methylcitrate cycle,1429,1135,808,1511,2089,1240,1002,971,735,2008,2116,1702,2038,1647,1448,833,783,253,228,672,628,1040,1003,905,886,1085,1039,561,669,253,320,546,370,126,384,269,317,281,389,740,408,463,727,103,59,16,157,82,60,87,58,0,0,60,65,141,26,65,50,138,73,116,65,68,8,106,131,175,111,102,168,110,56,82,130,153,71,8,54,88,43,94,74,2557,2532,315,340,165,281,784,1217,92,531,273,282,227,592,168,135,172,165,293,278,315
Amino acid racemase,1709,1628,1135,2072,2995,1560,1350,1170,967,2365,2590,2192,3362,2670,2471,728,645,202,192,571,556,937,946,996,939,1168,1145,498,515,547,535,991,584,688,741,421,821,801,332,542,525,404,757,78,76,11,230,74,85,91,89,0,0,68,62,123,42,62,51,145,62,134,63,68,6,118,117,131,92,99,171,95,49,92,89,125,75,8,82,78,34,81,67,3649,3545,770,545,289,684,829,760,94,618,272,488,316,826,198,195,221,171,268,247,302
Unknown oligosaccharide utilization Sde 1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,1,1,4,3,5
Quinones biosynthesis HGM,2046,1660,1225,2251,3157,1637,1527,1547,981,2701,3426,2586,3457,2718,2626,1147,1046,282,271,1104,1034,1724,1670,1201,1213,1540,1507,1065,962,534,751,1145,965,50,683,395,723,716,666,1087,773,1026,1251,112,95,25,218,110,102,118,85,0,1,81,93,181,65,102,81,189,106,165,96,68,7,140,134,151,127,132,211,129,74,111,191,222,94,5,103,119,63,108,110,5624,5463,622,676,317,759,1319,2130,130,901,390,635,499,1532,367,335,491,434,635,610,605
Myxoxanthophyll biosynthesis in Cyanobacteria,16,16,4,29,30,8,25,12,6,57,23,21,54,12,13,4,3,0,1,2,2,3,0,4,1,3,3,0,0,26,38,21,8,3,0,1,14,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,1,0,21,19,7,5,4,8,4,1,2,5,8,3,1,8,1,2,0,3,2,2,1
Methionine Degradation,3122,2287,1598,3520,4279,2049,2494,1649,1241,5474,4016,2585,5264,3058,2529,1648,1579,532,477,1424,1381,2318,2281,1497,1475,1934,1883,2512,1376,1142,1264,2225,1082,1785,1926,1174,2480,896,923,1492,1400,1159,2564,319,267,61,686,304,325,315,262,2,0,239,245,444,123,248,224,587,296,495,322,222,15,334,372,437,367,377,537,323,174,307,346,549,239,11,283,310,139,278,307,8713,8605,1737,1335,637,1663,1742,1875,184,1050,469,1230,842,2228,559,561,747,663,730,747,718
EC 6.4.1.- Ligases that form carbon-carbon bonds,2455,2367,1722,3209,4493,2633,1951,1802,1697,3755,4257,3551,4705,3818,3568,805,756,230,242,732,724,1165,1132,1113,1057,1320,1323,1262,1266,1132,1215,2039,1813,1597,1993,1521,2218,1339,584,1113,949,792,1651,180,142,45,333,161,143,183,146,0,0,98,134,245,74,143,121,275,155,250,142,97,10,181,229,217,199,199,330,199,102,146,202,255,123,18,149,177,70,169,156,4384,4303,927,718,389,870,911,924,121,658,287,659,456,1294,274,308,379,349,426,432,421
Lactate utilization temp,1098,992,784,1267,1843,975,897,812,634,1487,1518,1294,1959,1488,1406,403,397,157,139,378,357,618,602,379,389,476,478,360,379,462,444,793,423,986,629,579,642,424,219,391,341,262,433,51,51,13,152,47,56,56,41,0,0,36,28,86,25,49,47,97,51,83,68,42,5,60,62,75,66,69,119,71,18,51,58,73,38,5,55,49,27,61,59,1781,1737,410,326,164,360,658,656,72,410,162,219,136,469,96,109,131,132,136,152,145
acinetobacter tca,15716,13643,9410,17689,24470,13368,12206,10537,8474,22133,23187,17675,28105,21490,20737,6890,6407,1996,1912,5729,5597,8929,8872,8105,7904,9992,9795,7466,8030,7770,8141,15380,10775,9990,14210,9408,16218,9543,5183,8409,7152,6181,9877,1289,1051,229,2620,1154,1086,1254,936,3,4,813,949,1904,541,995,821,1984,1114,1958,1160,923,82,1438,1593,1827,1398,1429,2443,1387,687,1260,1601,1874,1037,75,1029,1152,510,1207,1102,32024,31230,6029,4707,2465,5307,5999,6358,718,4424,1900,3916,2897,7438,1844,1882,2114,1863,2598,2623,2658
Microbial ethylene biosynthesis,23,17,5,18,27,9,25,6,4,36,25,14,58,32,33,15,15,4,2,17,15,21,15,19,23,19,29,4,6,4,19,9,7,0,10,5,5,2,7,11,20,14,16,1,1,0,4,2,5,4,3,0,0,1,1,4,1,3,0,6,2,3,3,1,0,7,7,4,0,2,7,1,1,3,3,3,0,0,2,2,4,0,4,94,89,20,8,3,15,13,0,3,5,1,5,1,8,2,0,1,2,0,1,0
Photorespiration (oxidative C2 cycle),2024,1407,984,1985,2704,1318,1454,1172,721,2826,2295,1497,3324,2140,1751,1368,1268,447,414,1064,991,1644,1611,1504,1480,1951,1884,1182,1522,949,947,1686,2174,2062,2733,1726,3542,1891,819,1564,847,446,765,160,109,19,332,128,111,150,106,0,1,83,99,229,66,105,76,211,108,216,134,88,12,147,165,204,180,145,256,146,44,142,183,214,112,6,97,144,49,127,130,5211,5092,542,341,187,411,450,499,74,421,206,251,161,454,113,133,99,96,129,125,124
coenzyme M biosynthesis,205,152,106,317,341,150,141,121,103,283,269,163,385,298,217,34,47,17,14,104,104,139,131,43,38,47,48,43,14,24,15,23,14,11,10,3,5,13,13,24,52,51,43,3,4,1,9,1,7,3,5,0,0,1,3,5,3,3,1,1,2,5,2,2,0,2,5,7,4,2,8,2,2,3,3,1,0,0,7,0,1,5,3,322,312,40,38,16,44,93,156,17,102,43,62,50,119,19,21,68,59,33,56,37
Gentisate degradation,3362,2549,1798,3511,5100,2367,2678,2082,1327,5807,4186,2928,5331,3586,3042,1522,1370,446,403,1128,1098,1851,1806,1654,1647,2108,2004,682,843,747,626,1312,235,161,422,327,489,230,655,997,722,637,1137,151,108,27,308,141,135,129,108,0,0,83,108,172,64,87,104,246,145,213,132,81,10,146,174,167,163,145,277,157,100,126,189,228,91,11,124,119,57,135,114,7911,7518,820,647,349,912,891,416,72,466,181,488,289,753,213,202,169,160,149,151,163
Menaquinone and Phylloquinone Biosynthesis,2443,2429,1597,3380,4391,2209,1969,1859,1505,3789,3720,3059,4843,3422,3280,731,640,222,216,690,694,1057,1001,855,831,1090,1019,692,541,825,788,1303,760,2040,1480,1206,1926,1298,286,521,449,352,999,129,115,22,342,126,115,153,93,0,0,87,105,143,48,83,102,204,120,173,109,82,8,134,170,147,107,99,215,161,59,124,116,157,87,13,88,97,51,104,116,5241,4934,1240,952,456,1312,1088,1133,145,901,380,801,435,1379,303,374,455,382,393,396,406
Inorganic Sulfur Assimilation,1158,869,529,1108,1493,865,772,674,544,1347,1309,1100,1796,1383,1312,360,325,103,98,400,373,577,558,291,283,376,357,224,192,260,282,510,156,120,190,142,315,181,128,209,282,231,265,26,30,6,69,37,40,44,18,0,0,19,27,56,13,32,23,41,24,46,30,23,1,22,35,56,34,42,50,38,19,34,49,52,15,3,20,26,16,42,33,1552,1505,203,177,83,150,236,191,24,131,74,154,97,257,61,76,47,35,52,52,52
Riboflavin HMP,2400,2157,1372,2752,3746,2010,1872,1660,1300,3547,3482,2733,4190,3312,3159,1021,917,318,290,932,918,1345,1295,1116,1087,1390,1361,730,703,546,602,1147,727,750,1071,644,1267,814,431,702,516,466,922,100,94,18,230,81,107,121,84,1,0,72,78,141,40,74,77,150,91,158,85,77,9,103,113,130,111,89,211,113,41,91,125,144,77,7,94,113,42,90,88,4247,4057,797,649,344,694,793,918,106,599,255,603,395,1152,237,261,312,265,370,356,419
cAMP signaling in bacteria,1431,1382,914,1598,2336,1188,1150,1085,794,2302,2508,1612,2624,1866,1815,1160,1069,370,356,753,655,1203,1182,1139,1131,1383,1306,329,479,233,251,476,119,78,147,70,165,204,383,498,336,264,521,34,40,5,108,47,47,60,36,0,0,35,37,75,18,44,25,70,38,60,47,25,1,52,54,74,47,43,101,52,22,50,77,69,41,5,34,43,26,45,39,4115,3963,479,388,204,421,328,308,36,235,93,334,252,616,159,165,197,157,263,282,278
Lysine fermentation,3188,2442,1821,3343,4678,2326,2452,1885,1479,5424,4294,3047,4945,3233,2689,1721,1578,511,516,1537,1472,2354,2250,1635,1574,2093,2065,1368,1302,725,735,1632,768,643,852,479,965,847,856,1424,1010,826,1650,200,148,30,394,173,173,185,146,2,1,119,108,241,77,130,105,304,166,271,164,127,11,193,214,266,187,193,333,205,78,177,282,312,116,13,173,190,62,167,133,6529,6311,857,745,368,779,897,1009,111,639,283,732,595,1463,353,352,488,385,471,455,476
Protocatechuate branch of beta-ketoadipate pathway,1583,1270,836,1678,2337,1079,1275,976,686,2629,1982,1471,2758,1663,1451,643,576,187,179,497,482,822,819,722,717,899,857,374,374,366,283,605,86,99,158,38,112,78,277,471,353,301,597,56,61,14,176,71,70,81,61,2,0,51,51,77,31,58,47,117,54,103,59,46,7,74,82,90,60,82,126,71,48,63,78,109,47,4,86,78,35,53,56,3374,3238,458,356,154,409,460,520,42,275,103,327,191,571,134,145,188,178,133,142,130
L-ascorbate utilization (and related gene clusters),6,5,3,5,14,3,2,8,3,11,11,3,18,9,14,5,8,1,0,10,6,3,5,19,14,20,16,5,5,2,3,0,1,4,0,0,2,1,3,2,8,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,25,15,3,1,2,4,7,8,1,11,1,6,2,8,7,9,1,0,6,9,4
Quinate degradation,14,3,1,9,16,2,4,12,1,2,6,3,12,5,4,2,2,0,0,1,1,0,0,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,2,4,2,7,7,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,2,0,0,0,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Ubiquinone Biosynthesis,647,555,353,732,961,550,465,402,270,1093,967,702,961,749,628,366,330,107,91,237,235,372,344,429,386,562,547,192,149,129,126,213,127,115,133,104,150,315,129,197,126,113,197,24,21,4,42,31,13,24,23,0,0,11,14,44,11,19,15,26,17,26,20,20,3,37,17,23,23,25,50,22,18,20,30,36,19,0,13,15,9,29,16,1561,1489,194,173,80,153,236,175,22,155,53,111,88,268,63,56,59,43,89,87,102
KDO2-Lipid A biosynthesis,6735,5460,3757,6517,9444,5277,4808,4319,3400,9552,10290,7615,10868,8318,7809,3610,3252,1074,1010,3220,3015,4764,4623,4153,4054,5066,4863,2179,2188,977,1304,2341,2067,1312,1683,875,1703,2598,1348,2037,1538,1463,2674,207,140,38,418,217,170,222,173,1,2,148,185,399,87,178,129,374,194,345,182,153,8,256,281,352,274,267,423,236,162,246,351,386,227,13,210,231,79,229,190,12900,12542,1936,1850,1035,1643,2547,2961,222,1566,642,1476,1209,3565,821,857,838,808,1310,1248,1344
Pyridoxin(Vitamin B6) Degradation Pathway,26,17,20,25,30,7,26,22,12,25,30,27,30,23,32,4,3,2,5,3,2,5,4,4,5,6,6,2,3,2,0,10,2,0,3,0,1,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,24,25,3,5,2,1,3,4,0,3,0,3,3,3,1,2,0,1,0,2,2
Fatty Acid Biosynthesis FASII,2852,2170,1417,2905,3939,1848,1977,1768,1188,4035,3525,2506,4389,3106,2692,1355,1203,414,389,1072,992,1705,1629,1608,1560,1980,1897,856,1107,653,685,1373,667,992,738,448,718,1180,627,1090,747,466,931,125,83,34,254,113,110,145,93,0,0,94,85,171,60,90,71,188,105,162,129,82,6,132,142,165,156,137,229,127,60,123,142,213,95,6,96,99,36,109,127,6139,5957,830,720,321,783,863,952,81,588,249,584,350,1133,235,264,344,317,337,323,307
Isoleucine degradation,25764,22552,15972,32578,43809,22512,20902,17406,14468,40813,38600,29595,47221,34982,32608,9236,8344,2722,2608,8783,8349,12891,12510,11148,10815,13863,13376,8084,8782,7240,7382,14151,9661,8847,11998,8378,13419,6946,5938,10115,7163,5942,10777,1487,1183,316,3553,1486,1505,1617,1239,11,16,1051,1137,2036,648,1118,1008,2360,1340,2214,1366,996,82,1673,1684,1899,1622,1509,2684,1571,790,1424,1832,2067,968,98,1121,1350,557,1277,1213,54620,52878,9720,7377,3653,9486,9980,10568,1151,6910,3065,6403,4467,12566,2847,2960,3295,2898,3535,3673,3646
