,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
2_3-butanediol dehydrogenase_ S-alcohol forming_ (R)-acetoin-specific (EC 1.1.1.4),2,6,3,5,7,6,6,2,2,17,9,9,11,11,6,2,2,1,0,4,12,7,7,2,5,5,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,3,2,0,1,2,0,2,0,1,1,1,1,0,0,0,0,1,1
2_3-butanediol dehydrogenase_ S-alcohol forming_ (S)-acetoin-specific (EC 1.1.1.76),30,42,28,37,68,45,22,35,21,39,63,67,86,68,70,16,12,2,7,21,10,21,23,9,9,11,13,4,3,6,5,16,2,22,5,5,2,3,3,6,4,4,4,1,1,0,2,0,1,1,1,0,0,2,0,0,0,0,1,0,0,3,0,1,0,3,1,2,0,1,3,1,0,2,0,2,0,0,1,0,0,1,2,123,135,6,6,12,6,11,11,0,7,1,8,7,15,2,4,3,3,5,4,6
2'_3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16),78,77,72,127,180,81,64,66,48,137,160,141,261,181,216,57,42,11,8,37,24,41,46,125,116,157,152,55,89,108,115,219,283,333,141,80,151,376,45,47,90,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,413,77,44,22,50,44,15,8,50,28,40,18,65,21,16,15,18,15,13,14
2_3-dihydro-2_3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_3-dihydro-2_3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore,1,0,0,4,0,4,0,0,1,0,1,1,3,4,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2_3-dihydro-2_3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis,4,7,2,7,7,5,3,2,5,5,5,2,12,10,10,3,0,1,2,1,0,3,3,4,2,0,1,0,0,4,3,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19,14,5,2,2,3,3,0,0,1,0,2,0,2,0,0,0,0,0,0,0
2_3-dihydroxy-2_3-dihydro-p-cumate dehydrogenase(CmtB) (EC 1.1.1.100),3,0,1,4,9,2,3,1,3,4,10,7,5,2,5,1,2,0,0,0,0,1,1,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2_3-dihydroxy-2_3-dihydro-phenylpropionate dehydrogenase (EC 1.3.1.-),26,26,14,19,35,20,24,16,14,61,22,12,48,25,21,20,11,7,12,12,15,27,28,7,9,7,7,5,7,0,2,0,0,3,2,1,1,0,12,8,4,2,10,1,1,0,3,2,0,1,2,0,0,0,1,1,0,0,0,1,4,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,40,49,11,8,5,10,3,12,1,5,3,6,5,17,5,6,1,1,1,1,0
2_3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58),0,1,0,5,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2_3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enantio-pyochelin] siderophore,0,1,0,0,0,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2_3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore,0,0,0,2,2,2,1,0,0,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2_3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [pyochelin] siderophore,5,5,1,3,2,0,3,2,3,1,3,2,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2_3-dihydroxybiphenyl 1_2-dioxygenase,289,136,95,204,186,97,199,64,36,554,216,127,434,150,135,83,76,30,22,97,96,123,126,69,66,86,76,27,39,15,17,33,1,0,17,3,21,1,32,70,42,20,49,11,10,2,22,11,22,18,10,0,0,4,9,13,4,2,11,22,8,10,8,2,0,9,7,17,7,7,18,11,2,13,18,16,6,1,14,11,2,8,12,608,597,55,29,18,34,29,18,3,23,14,61,30,103,29,21,25,26,9,11,9
2_3-dihydroxy-p-cumate-3_4-dioxygenase (CmtC),47,21,10,39,51,27,14,28,9,74,46,7,46,18,12,11,8,4,3,7,7,12,10,27,26,21,18,9,7,2,0,5,3,0,2,0,1,0,8,8,5,4,5,1,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,3,2,1,0,1,0,2,1,1,60,56,1,6,3,5,5,4,0,2,0,3,1,10,2,4,1,0,1,1,3
2_3-dihydroxyphenylpropionate 1_2-dioxygenase (EC 1.13.11.-),48,16,14,14,22,21,24,10,20,51,33,6,34,13,11,6,5,2,3,1,0,1,1,12,10,15,8,1,1,2,0,5,0,0,0,0,0,0,6,11,3,1,1,0,2,0,5,1,0,1,3,0,0,1,2,0,1,0,1,6,1,2,5,0,0,2,1,1,3,1,2,3,0,0,0,2,0,0,1,2,0,3,0,88,91,3,7,4,4,1,4,0,3,2,6,2,9,4,3,2,2,1,0,0
2_3-diketo-5-methylthiopentyl-1-phosphate enolase,0,0,0,2,0,3,2,1,1,0,1,1,4,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,11,0,2,1,0,0,2,0,0,1,0,2,0,2
2_3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatase (EC 3.1.3.77),32,38,24,42,62,52,27,37,33,46,84,63,69,63,77,10,12,4,4,9,10,28,25,31,24,32,30,1,4,6,6,12,18,0,10,3,10,21,5,16,10,12,19,3,0,0,7,3,1,0,1,0,0,2,5,3,0,2,0,3,1,0,2,1,0,7,5,5,3,1,1,2,0,0,2,0,2,0,0,4,3,2,0,102,93,11,16,9,16,39,72,0,17,9,8,3,7,7,6,4,2,1,6,1
2_3-dimethylmalate lyase (EC 4.1.3.32),13,16,7,25,30,14,9,13,8,21,32,25,28,18,20,14,8,0,2,6,10,15,19,7,6,10,7,1,1,3,1,4,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31,31,2,3,1,3,3,3,1,1,1,2,4,11,4,1,2,0,6,3,6
2_4-dichlorophenol 6-monooxygenase (EC 1.14.13.20),2,1,3,10,5,0,1,1,2,9,0,0,3,3,1,3,1,0,1,2,2,0,1,2,3,4,3,1,2,4,1,2,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,4,3,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2_4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34),104,85,65,104,177,137,55,59,66,138,183,150,200,169,139,36,34,10,11,48,42,45,53,71,62,70,76,46,29,29,39,63,23,17,41,148,35,38,29,44,50,76,47,13,6,0,17,11,3,10,4,0,0,6,6,16,5,6,5,13,8,13,8,10,0,10,13,11,10,14,14,13,6,8,7,21,4,0,10,6,1,5,10,326,341,53,42,16,43,38,25,11,37,15,35,31,76,10,13,11,7,27,22,17
2_4-diketo-3-deoxy-L-fuconate hydrolase,31,31,16,30,53,49,17,15,14,44,48,40,33,27,31,13,8,5,5,13,12,19,19,15,9,32,27,17,17,5,19,20,3,3,5,8,4,3,13,15,13,12,19,1,3,1,4,2,2,0,1,0,0,4,0,4,0,1,1,5,0,3,2,0,0,0,0,1,4,2,5,3,0,2,3,4,0,0,5,3,1,2,6,59,46,10,11,5,9,4,22,1,2,2,3,2,7,0,3,0,1,1,0,1
2_5-diketo-D-gluconate reductase A (EC 1.1.1.274),7,3,7,7,5,2,4,2,0,5,1,1,5,5,3,7,3,2,4,5,8,2,3,4,5,7,7,3,4,7,10,16,3,46,4,8,12,3,4,5,6,2,3,4,2,1,3,1,0,1,1,0,0,0,0,2,0,0,0,3,0,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,33,32,3,2,1,1,0,1,1,1,1,0,2,1,0,0,0,0,0,0,1
2_5-diketo-D-gluconic acid reductase B (EC 1.1.1.274),4,3,3,6,6,5,2,3,4,6,4,5,11,6,6,3,6,5,1,3,2,4,3,3,5,4,4,1,7,12,9,12,4,5,3,3,6,4,1,4,2,0,8,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,23,22,5,12,3,9,7,10,0,4,3,4,1,2,2,1,0,1,1,0,0
23S rRNA (Uracil-5-) -methyltransferase rumB (EC 2.1.1.-),0,0,1,7,5,3,3,2,0,4,5,6,5,0,3,0,0,1,0,0,0,1,1,2,1,3,1,0,0,1,1,1,2,1,1,0,0,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,8,2,0,0,5,1,0,0,2,4,1,1,1,0,1,1,0,0,1,1
2'-5' RNA ligase,228,216,156,284,411,197,217,182,146,378,378,282,466,344,285,99,86,36,22,78,77,146,139,111,94,123,126,34,39,15,14,34,4,2,20,4,14,19,22,25,22,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,465,96,75,38,80,72,64,13,67,32,69,63,166,33,38,49,47,60,56,56
2-amino-3_7-dideoxy-D-threo-hept-6-ulosonate synthase (EC 2.2.1.10),28,19,14,20,43,16,17,10,16,33,36,43,32,22,31,4,3,0,0,1,1,5,5,1,1,3,1,0,1,16,12,25,2,0,3,5,1,0,0,0,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,29,33,13,10,8,12,5,4,0,8,3,13,22,22,3,3,14,2,13,14,13
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),996,889,588,1038,1512,860,727,632,574,1312,1385,1102,1682,1315,1193,377,358,139,128,346,331,522,503,525,512,659,635,557,520,300,383,659,675,803,857,344,802,878,257,416,416,379,657,59,58,5,114,52,55,59,52,1,1,40,60,101,27,49,44,107,55,99,59,48,5,76,72,110,84,80,102,78,25,75,69,92,65,9,57,68,21,72,39,1704,1683,298,257,133,265,334,508,51,315,146,263,167,491,125,125,107,109,193,210,173
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3),418,361,222,502,643,309,308,237,228,572,538,411,716,583,567,148,141,51,42,139,146,206,207,172,177,242,221,61,72,115,117,139,107,195,123,76,161,309,35,55,74,44,108,10,8,2,43,13,6,14,12,0,0,13,7,15,4,8,11,17,11,18,9,9,1,15,18,19,13,14,36,10,12,11,6,23,11,3,10,7,5,7,11,923,870,175,149,79,179,200,173,19,125,42,94,87,204,62,37,75,64,91,71,76
2-aminoethylphosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1),3,2,0,1,3,7,3,3,1,3,4,4,7,3,2,4,5,0,0,4,3,5,6,3,6,5,4,0,2,1,0,2,0,0,1,1,0,0,4,9,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,6,1,0,0,0,2,4,0,0,0,3,2,2,1,0,2,1,2,5,3
2-aminoethylphosphonate ABC transporter periplasmic binding component (TC 3.A.1.9.1),2,5,2,6,5,0,1,3,1,12,0,3,9,3,1,5,3,1,0,5,5,7,8,5,3,10,12,0,3,0,0,0,0,0,0,0,0,0,2,7,0,0,10,0,0,0,1,1,1,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,3,0,1,0,1,0,0,0,0,2,3,0,2,0,9,10,0,0,0,0,3,14,0,2,0,4,1,2,0,1,1,2,3,2,0
2-aminoethylphosphonate ABC transporter permease protein I (TC 3.A.1.9.1),1,1,0,1,4,2,3,4,0,1,2,0,4,1,3,0,2,0,3,2,2,5,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,5,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,2,3,0,0,0,1,3,5,3,0,0,3,2,1,2
2-aminoethylphosphonate ABC transporter permease protein II (TC 3.A.1.9.1),4,3,1,2,7,2,4,0,2,6,0,0,2,2,0,8,6,5,3,2,2,4,2,5,6,9,9,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,1,0,0,0,0,1,4,0,3,1,0,4,3,0
2-aminoethylphosphonate uptake and metabolism regulator,0,1,0,0,0,0,0,0,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37),75,71,57,121,167,102,57,47,38,146,182,115,165,118,127,58,47,16,13,49,46,76,72,61,61,71,64,34,46,11,31,31,25,2,40,13,27,6,33,42,31,39,82,5,2,1,11,8,6,7,5,0,0,4,5,6,2,5,3,3,2,8,5,4,0,1,9,11,8,7,6,8,5,6,7,16,2,2,6,7,3,6,4,214,222,50,50,18,48,21,18,3,23,10,15,17,30,9,8,1,4,8,9,15
2-chlorobenzoate 1_2-dioxygenase (EC 1.14.12.13),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2-chlorobenzoate 1_2-dioxygenase alpha subunit (EC 1.14.12.13),2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2-chlorobenzoate 1_2-dioxygenase beta subunit (EC 1.14.12.13),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase (EC 4.6.1.12),375,321,236,441,579,305,327,257,221,533,683,517,740,567,592,137,114,46,53,137,128,224,197,164,157,208,188,91,80,91,96,158,162,83,175,108,189,145,34,96,77,65,88,21,13,1,33,11,12,11,11,0,0,18,15,29,6,14,9,20,13,21,7,11,0,21,19,22,18,21,26,24,6,20,18,20,13,2,11,15,10,13,9,625,607,131,109,48,146,121,152,19,89,43,105,71,195,63,44,45,34,80,61,79
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60),634,615,360,707,983,526,482,385,365,1044,944,715,1080,914,781,268,252,65,73,220,210,305,320,336,324,381,372,125,146,79,78,171,103,98,131,61,155,135,87,133,74,62,145,12,13,1,41,17,17,19,13,0,1,9,9,25,7,13,15,33,15,26,11,10,2,16,32,22,18,16,31,32,8,22,28,21,10,0,8,18,3,18,13,1300,1244,212,169,77,201,269,253,25,139,79,166,109,335,65,71,94,91,93,100,92
2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58),52,55,28,81,100,57,37,17,33,99,69,64,99,64,58,32,35,8,7,21,20,27,31,80,84,78,79,13,12,2,9,16,8,11,8,1,6,15,11,23,6,8,17,0,2,1,4,3,5,3,2,0,0,0,1,2,2,3,2,0,1,2,0,2,0,2,2,7,1,1,5,2,3,2,0,4,3,0,3,2,1,2,2,203,195,35,23,11,28,40,83,2,20,10,9,7,21,3,3,1,3,4,2,0
2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20),68,107,65,114,198,108,70,67,79,101,138,132,168,118,123,42,24,9,13,28,21,36,36,45,42,59,67,12,16,12,8,12,5,0,12,2,14,9,11,19,9,12,21,2,2,0,6,1,5,3,3,0,0,0,1,2,2,0,2,3,0,3,0,1,0,4,4,0,3,4,3,1,3,0,3,3,1,0,1,2,0,1,1,218,226,36,29,10,32,31,37,4,20,9,16,13,24,10,5,5,3,6,9,12
2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45),503,490,381,582,880,458,420,354,287,874,872,544,950,624,524,250,231,87,73,185,179,241,253,351,320,468,451,311,251,158,174,305,239,101,233,72,222,186,154,247,187,134,420,48,31,6,36,36,46,43,30,0,0,24,27,79,21,25,19,65,35,60,24,26,1,34,54,55,40,45,67,43,26,31,48,54,27,4,39,25,7,45,28,1220,1168,199,152,61,155,176,273,34,177,60,122,72,241,48,60,49,60,59,61,74
2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21),47,35,27,58,86,59,25,18,23,55,65,27,52,72,50,27,19,11,7,19,14,17,15,42,40,53,38,14,16,12,8,32,9,2,6,2,24,28,6,16,17,2,6,3,4,1,7,3,3,4,4,0,0,2,2,4,0,1,0,1,0,7,1,1,0,1,0,1,2,4,7,0,0,3,2,1,1,1,2,2,1,2,1,129,126,21,22,7,17,39,51,2,6,7,7,0,6,3,3,2,0,2,2,3
2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),257,197,127,236,423,214,170,186,121,348,376,256,368,281,212,97,82,28,28,87,78,97,92,142,137,184,181,69,57,60,59,115,106,74,82,34,84,89,30,68,57,34,84,12,10,0,27,9,12,11,7,0,0,12,6,19,5,16,7,22,9,19,9,7,1,12,17,16,15,12,39,16,6,18,14,15,6,1,7,8,4,9,10,462,442,87,67,32,70,76,72,6,62,22,53,26,111,33,21,21,25,20,27,28
2-dehydropantoate 2-reductase (EC 1.1.1.169),1488,1266,945,1655,2509,1302,1098,1017,806,2304,2414,1766,2447,1760,1676,793,691,232,222,594,574,851,830,728,702,870,811,315,384,135,160,270,59,40,82,50,119,142,213,381,203,161,322,32,31,5,74,35,41,52,30,0,0,24,26,59,17,20,24,56,40,52,28,14,2,32,42,55,43,35,53,31,16,50,59,50,24,1,20,37,14,36,15,2872,2742,364,306,148,314,327,371,51,268,141,315,235,630,146,156,177,151,271,286,275
2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125),188,159,112,194,338,149,139,150,111,319,287,189,324,232,201,97,98,31,31,88,75,115,111,139,114,158,165,73,91,94,105,179,77,58,62,20,57,47,52,113,78,48,92,11,14,0,35,9,11,10,13,0,0,8,12,19,3,17,8,18,11,19,11,10,1,7,24,10,15,13,27,11,9,11,4,19,10,0,8,13,5,12,9,492,468,79,64,40,58,61,58,5,56,23,57,27,109,20,19,32,29,28,38,25
2-deoxyglucose-6-phosphate hydrolase YniC,47,37,27,84,91,19,43,31,20,78,56,26,99,97,62,11,11,2,2,13,10,9,10,13,13,14,15,1,1,4,4,10,2,0,7,1,5,3,1,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,101,86,14,9,6,10,11,30,2,7,3,8,5,12,2,4,1,2,8,7,5
2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase BchC,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,1,1,0,0,0,0,0,1,9,9,9,10,0,0,3,3,1,0,0,0,1,0,6,0,0,0,0,2,0,2,0,1,0,0,3,0,0,0,0,0,1,1,1,0,2,1,3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30,27,1,0,0,2,0,5,0,1,1,0,0,1,0,0,0,0,1,0,0
2H phosphoesterase superfamily protein Bsu1186 (yjcG),44,25,19,27,50,25,28,14,9,66,54,27,65,28,22,10,8,3,4,12,11,21,20,5,10,7,6,12,3,15,8,9,3,23,20,14,34,7,4,2,6,9,12,1,2,1,6,2,1,3,2,0,0,3,2,1,2,0,1,2,1,4,1,0,1,3,1,0,2,1,4,1,1,3,0,2,0,0,0,0,0,0,1,56,60,18,5,4,16,15,1,1,4,4,8,8,15,4,5,3,3,2,1,1
2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0
