Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Ornithinibacillus,250,364,169,211,183,144,168,131,107,323,301,232,358,301,250
Ornithinimicrobium,1487,1757,933,1167,927,684,975,725,603,1853,1501,1216,2602,1661,1553
Ornithobacterium,46,94,42,54,32,36,54,30,27,75,76,41,102,83,56
Orpinomyces,6,5,5,5,9,0,3,2,2,2,1,5,3,2,1
Orrella,507,677,357,372,345,248,303,269,245,567,645,508,700,559,451
Oscillatoria,1823,2616,1439,1575,1419,1027,1272,1179,882,2691,2491,1855,3021,2181,1861
Oscillibacter,915,1425,782,876,769,543,679,570,459,1343,1295,1003,1566,1197,1011
Oscillochloris,1017,1386,762,760,720,528,668,520,459,1255,1203,1055,1646,1306,1280
Ostreobium,1,0,1,0,0,2,0,1,3,1,1,3,1,0,2
Ostreococcus,2372,3301,1813,1700,1500,1186,1492,1170,1092,2857,2872,2137,3754,2811,2313
Ottowia,973,1476,842,840,706,469,620,529,476,1195,1394,1033,1362,1067,1022
Ourococcus,4,3,2,3,1,0,1,1,0,6,2,2,5,1,3
Owenweeksia,179,222,137,140,106,81,120,87,71,204,194,125,326,205,163
Oxalobacter,346,564,270,279,270,168,209,171,184,417,478,376,492,376,322
Oxobacter,125,213,96,104,125,73,94,58,58,176,180,129,214,189,144
Oxyrrhis,3,3,2,2,1,1,5,0,1,4,3,6,4,2,3
Oxytricha,716,1073,492,641,553,326,566,379,283,1295,882,525,1008,739,440
Pachysolen,173,277,139,194,148,102,146,112,107,294,268,162,336,256,151
Pacificibacter,106,181,99,93,74,56,86,78,41,156,135,91,173,105,96
Pacificimonas,365,446,283,316,263,177,232,219,141,448,428,314,490,354,315
Paenalcaligenes,117,213,67,92,81,43,77,59,63,137,169,102,170,130,104
Paenarthrobacter,378,538,216,216,255,177,200,150,144,410,392,256,450,322,291
Paenibacillus,29572,41352,23031,25779,22374,15827,20116,17107,14184,41385,37881,27966,45577,33194,27942
Paeniclostridium,155,197,112,129,112,81,70,89,62,247,206,146,240,167,121
Paeniglutamicibacter,455,615,350,407,334,264,328,236,199,619,484,439,804,545,446
Paenirhodobacter,301,417,237,275,229,182,176,186,142,372,362,291,484,315,279
Paenisporosarcina,240,408,238,233,207,152,195,154,142,318,380,315,448,366,265
Pajaroellobacter,546,745,289,389,347,284,260,251,233,645,747,452,641,473,312
Palaeococcus,68,130,73,85,80,58,65,46,53,108,101,100,118,100,94
Palleronia,252,405,224,268,208,153,179,183,140,345,370,268,390,277,262
Palmaria,2,0,0,4,1,1,0,0,0,1,4,2,0,0,1
Palmophyllum,3,3,0,0,0,2,0,1,1,1,0,0,2,0,0
Paludibacter,507,618,310,380,292,237,321,248,202,648,631,399,747,514,490
Paludibacterium,465,702,374,372,394,261,271,252,236,606,636,489,582,418,403
Paludisphaera,4565,7760,4023,5260,4409,2958,3829,3578,2550,7064,6242,5065,6722,5150,4063
Pandoraea,4292,6668,3534,3696,3247,2187,2823,2640,2135,5607,5858,4441,6265,4658,4072
Pandorina,6,18,9,7,11,5,6,4,4,9,7,13,16,13,14
Pannonibacter,697,1068,534,571,556,384,486,433,326,966,957,675,1039,757,660
Pantoea,2794,4302,2269,2832,2263,1579,2122,1695,1385,4516,3964,2939,4388,3085,2563
Papiliotrema,7,7,1,3,2,2,2,2,3,3,7,3,9,7,3
Papillibacter,144,248,150,130,123,91,105,88,81,217,243,148,206,201,181
Parabacteroides,1168,1599,834,1023,781,567,852,605,491,1734,1486,1045,1733,1259,942
Paraburkholderia,22421,33141,17692,21619,17195,11188,14880,12984,10368,29829,29898,21533,29369,21378,18118
Paracercomonas,6,0,2,4,0,0,0,0,0,1,1,1,5,1,0
Parachlamydia,703,1233,712,679,555,406,431,398,394,932,886,790,928,756,549
Parachlorella,9,9,6,11,12,3,4,4,6,13,7,5,11,5,6
Paraclostridium,56,102,35,36,28,23,38,23,17,77,69,38,72,59,23
Paracoccidioides,1348,1901,1044,1101,929,660,878,665,617,1961,1630,1257,2028,1531,1236
Paracoccus,7590,11028,5916,6709,5698,4019,5347,4725,3616,10497,9660,7345,12134,8641,7221
Paracremonium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradiophrys,1,2,0,0,0,0,0,0,2,0,1,0,2,1,0
Paradoxia,5,5,13,7,4,1,2,1,3,7,8,3,6,8,2
Parafilimonas,1276,1135,456,516,425,300,604,354,259,664,863,518,3507,1410,996
Parageobacillus,196,258,154,148,155,114,132,99,87,262,258,183,268,218,181
Paraglaciecola,658,966,550,607,495,318,431,363,319,978,826,663,995,753,570
Parahymenobacter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraliobacillus,87,152,80,80,59,53,76,57,39,130,114,86,133,94,95
Paramaledivibacter,88,133,59,58,66,50,56,33,28,111,106,75,156,142,101
Paramecium,866,1132,592,753,560,415,602,453,377,1317,1084,728,1333,933,562
Paramesorhizobium,440,646,352,430,370,235,268,283,195,573,569,387,614,428,382
Paramoeba,2,3,2,2,2,0,2,1,2,3,2,8,1,1,1
Paraoerskovia,458,562,335,365,286,195,266,233,175,572,445,368,696,499,447
Parapedobacter,1042,1276,637,811,681,497,628,550,414,1281,1269,843,1587,1031,841
Paraphaeosphaeria,1493,1997,1030,1445,974,708,930,694,612,1994,1812,1218,2212,1586,1228
Paraprevotella,177,256,133,182,125,84,116,105,96,272,231,166,309,184,136
Pararhizobium,212,345,184,243,165,90,164,149,97,297,267,195,296,216,205
Pararhodospirillum,997,1367,798,983,794,540,673,607,461,1330,1302,968,1462,1027,920
Parasaccharibacter,18,22,14,15,9,4,6,7,6,11,13,13,14,9,9
Parascardovia,135,147,104,131,99,71,95,84,57,169,137,133,215,163,119
Parasitella,554,858,373,462,357,256,385,307,216,804,689,462,813,626,438
Parasporobacterium,78,87,58,49,41,37,44,31,35,86,84,81,106,81,65
Parastagonospora,994,1309,765,876,657,494,606,525,389,1398,1189,856,1434,1134,857
Parasutterella,57,74,51,36,23,23,30,32,25,50,70,76,74,69,43
Paraurostyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parengyodontium,1,3,0,0,0,0,0,0,0,3,0,1,1,1,0
Partenskyella,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0
Parvibaculum,789,1129,663,677,628,435,503,521,357,1179,1139,738,1086,817,708
Parvimonas,66,82,33,54,37,29,49,29,25,117,78,61,80,72,55
Parvularcula,683,1019,560,642,508,347,519,394,293,943,901,629,1004,764,649
Passalora,12,14,8,7,7,3,6,6,5,28,18,9,9,18,8
Pasteurella,276,427,246,242,206,184,202,180,134,419,392,259,421,300,231
Pasteuria,8,9,5,6,4,3,5,1,4,10,3,5,7,8,7
Patulibacter,13095,13607,4950,8236,7065,5021,7244,5921,3750,7952,8538,7476,17884,13582,10801
Paucibacter,579,889,435,397,462,261,371,322,332,643,686,529,793,656,568
Paucimonas,1,7,3,5,1,0,0,4,2,1,5,6,0,2,0
Paucisalibacillus,111,138,103,109,84,54,82,81,50,157,119,100,170,119,113
Paulinella,63,111,47,61,79,37,43,43,43,89,92,82,127,80,72
Pavlova,8,12,4,2,1,3,6,1,2,10,4,5,13,4,8
Paxillus,2242,2905,1669,1743,1653,1117,1396,1119,951,3576,2830,2089,3503,2354,1970
Pectinatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pectobacterium,774,991,630,707,546,427,512,412,331,1067,969,768,1121,817,631
Pediastrum,3,6,3,3,0,3,0,1,4,3,4,2,8,3,5
Pedinomonas,7,2,4,7,2,1,4,1,2,7,0,3,5,4,5
Pediococcus,310,465,237,297,233,162,241,185,144,498,406,303,562,315,260
Pedobacter,6984,8913,4488,5650,4261,2866,4373,3324,2700,8356,8218,5287,10888,7353,5129
Pedosphaera,14669,13529,7077,10575,7134,5104,6514,5194,3652,19392,16219,9269,17561,12161,9878
Pelagibaca,569,864,492,496,440,312,419,329,307,780,793,567,933,659,578
Pelagibacterium,1494,2209,1210,1299,1163,746,983,940,743,2053,1951,1457,2196,1697,1446
Pelagicola,168,228,126,137,111,99,130,110,61,214,218,150,213,134,128
Pelagirhabdus,36,60,36,48,33,21,27,29,20,92,70,52,70,65,32
Pelagomonas,3,2,1,3,0,0,0,1,3,3,0,1,2,2,1
Pelistega,117,165,95,62,80,47,67,54,53,123,150,106,158,112,108
Pelobacter,1498,2284,1242,1409,1284,905,1139,1020,901,2197,2238,1596,2533,1906,1637
Pelodictyon,369,527,348,332,306,241,285,226,201,501,575,465,605,487,369
Pelomonas,4490,6986,3356,3524,3217,2016,2644,2226,2534,4994,5404,4191,6233,4865,4400
Pelosinus,648,927,509,555,511,350,448,385,296,908,869,623,946,744,585
Pelotomaculum,363,523,334,309,263,196,231,208,182,447,505,409,497,428,419
Peltigera,12,9,6,16,3,1,2,3,2,15,9,7,18,4,2
Penicilliopsis,955,1297,728,870,620,448,583,537,411,1346,1139,852,1425,1032,813
Penicillium,12304,17212,9148,10853,8521,6256,8011,6654,5432,17029,15168,11002,18185,13454,10751
Peniophora,2268,2900,1662,1756,1532,1090,1356,1157,999,3807,2723,2141,3507,2462,2059
Peptoanaerobacter,82,93,56,55,51,28,59,52,37,129,108,71,99,90,73
Peptoclostridium,165,302,175,141,146,99,129,107,116,246,252,190,276,250,168
Peptococcus,80,178,82,67,73,63,79,55,65,99,139,105,127,105,88
Peptoniphilus,580,822,521,480,429,314,355,372,301,707,702,606,885,715,560
Peptostreptococcus,170,293,145,185,140,128,161,89,89,199,208,180,264,217,191
Periglandula,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0
Perkinsela,181,251,127,160,130,109,131,128,76,285,231,217,242,235,155
Perkinsus,976,1489,718,851,771,537,672,564,472,1445,1272,944,1460,1032,885
Perlucidibaca,427,598,476,338,293,199,251,276,211,618,1491,1999,596,463,468
Peronospora,1,2,0,1,0,0,0,0,0,1,1,2,1,2,0
Persephonella,208,285,168,156,153,129,131,110,106,222,282,215,331,239,228
Persicobacter,226,376,182,207,167,149,176,137,120,335,319,252,446,312,239
Pertusaria,4,3,0,2,1,0,1,0,1,2,2,2,3,0,0
Pestalotiopsis,1329,1831,969,1103,966,710,928,689,607,2001,1578,1127,1939,1460,1152
Petalonia,3,2,2,4,1,1,1,1,0,1,0,0,1,0,1
Petrimonas,23,40,26,12,18,15,31,15,10,30,21,19,35,29,21
Petrotoga,120,164,96,91,108,74,79,59,51,149,173,127,181,151,144
Pfiesteria,10,28,12,8,19,8,9,13,7,22,18,21,14,17,19
Phacotus,2,4,2,1,0,1,0,0,3,2,4,0,1,0,2
Phacus,3,2,0,2,3,2,0,0,0,3,3,1,4,0,4
Phaeoacremonium,561,823,376,501,446,283,351,306,216,768,741,520,795,671,451
Phaeobacter,853,1358,749,803,719,480,657,576,436,1401,1134,839,1371,903,774
Phaeocystis,4,6,5,8,2,3,0,2,5,2,4,1,6,7,1
Phaeodactylibacter,324,444,239,290,229,173,252,167,130,462,392,287,592,365,331
Phaeodactylum,846,1139,643,732,566,367,525,493,366,1112,1045,758,1184,864,682
Phaeomoniella,747,1061,451,877,461,307,448,326,265,1043,818,525,1012,748,498
Phaeospirillum,1348,2038,1111,1306,1051,752,992,877,569,2097,1898,1296,1954,1459,1185
Phakopsora,7,2,4,5,2,1,2,0,1,7,3,3,4,3,2
Phanerochaete,1278,1732,895,1025,929,663,788,702,566,1858,1550,1133,1987,1346,1063
Phascolarctobacterium,349,420,281,247,241,180,216,175,152,399,418,333,444,383,298
Phaseolibacter,69,112,76,59,61,39,45,47,29,119,94,60,123,75,57
Phenylobacterium,7837,11279,5082,6847,5308,3263,5162,3384,2708,11812,8569,5313,10734,8095,5910
Phialocephala,5421,7449,2715,5349,3666,2670,2403,1951,2145,9849,5464,3020,6033,5133,2483
Phialophora,2021,2888,1466,1830,1408,948,1294,1019,860,2951,2478,1621,2973,2194,1703
Phlebia,1145,1596,743,851,746,585,699,554,480,1737,1415,978,1773,1252,917
Phlebiopsis,1391,1860,1148,1143,909,670,850,780,612,2019,1665,1275,2205,1509,1214
Phocaeicola,7,10,4,7,8,5,3,5,0,5,3,3,7,5,5
Phocea,70,108,69,61,57,27,50,49,36,102,104,79,119,77,78
Phoenicibacter,60,65,43,41,35,21,36,31,33,67,60,43,83,54,55
Pholiota,3,6,1,4,3,1,1,4,4,7,6,5,5,3,3
Phoma,2,8,1,2,5,3,6,1,0,6,8,4,5,5,2
Phomopsis,7,2,0,1,1,5,4,5,1,2,6,1,3,7,0
Phormidesmis,1205,1648,929,1218,994,728,923,726,617,1748,1561,1202,1989,1420,1223
Phormidium,1460,2189,1130,1304,1106,774,963,835,731,2019,1894,1348,2285,1657,1362
Photobacterium,2291,3414,1888,2082,1799,1303,1705,1392,1056,3428,3291,2382,3671,2503,1960
Photorhabdus,638,906,459,553,453,319,431,355,313,1016,931,614,1014,693,570
Phragmidium,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1
Phycicoccus,5722,7170,3305,4796,3210,2251,3396,2367,1874,6831,4886,3796,10013,6090,6058
Phycisphaera,1332,1811,991,1020,877,578,887,667,591,1589,1449,1162,2242,1583,1475
Phycomyces,604,807,443,529,449,312,428,334,280,826,783,506,916,681,489
Phyllobacterium,1156,1909,972,1236,1013,724,873,750,568,1765,1758,1085,1746,1334,1030
Phyllosticta,3,3,5,4,5,1,4,1,4,6,13,3,7,5,2
Physarum,17,22,14,17,11,8,11,8,5,30,16,17,33,16,7
Phytomonas,1171,1653,912,957,791,612,752,623,512,1696,1490,1095,1848,1307,1048
Phytophthora,4578,6465,3513,3972,3229,2416,2996,2661,2173,6396,5914,4423,7073,5051,4082
Pichia,589,843,462,537,454,308,399,354,267,919,810,569,918,689,533
Picocystis,6,13,3,2,2,1,2,0,0,0,2,0,1,1,5
Picrophilus,57,87,41,55,34,31,39,32,36,85,60,71,75,64,60
Pigmentiphaga,3,3,0,1,2,0,0,3,0,0,4,2,2,1,3
Pilibacter,52,74,41,46,42,26,24,18,31,78,67,63,65,50,36
Pilimelia,2,1,0,0,3,0,0,1,1,2,0,0,3,3,1
Piloderma,1819,2100,1032,1191,1194,827,886,763,599,2523,1874,1323,2604,1657,1179
Pimelobacter,1032,1296,689,816,683,445,695,486,445,1326,1081,805,1704,1062,1015
Pirellula,4774,7160,3837,3564,3129,2265,2788,2467,2043,5406,5380,4402,7154,5273,4797
Piromyces,319,510,258,297,219,149,234,171,134,486,463,320,508,388,267
Piscibacillus,73,78,57,43,50,43,51,44,29,68,74,62,102,72,58
Piscicoccus,793,1045,502,623,492,360,480,369,324,1072,798,611,1352,882,776
Pisciglobus,12,4,2,5,4,4,4,4,4,5,10,6,13,9,11
Piscirickettsia,180,294,150,147,144,100,117,86,96,227,247,166,237,224,152
Pisolithus,2289,3229,1736,1819,1618,1217,1358,1231,1046,3524,2939,2067,3664,2421,2002
Placopsis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Planctomicrobium,2196,3470,1969,2051,1808,1164,1436,1360,1203,2875,2877,2149,3168,2454,1967
Planctomyces,7303,11819,6363,7130,6158,4242,5131,4848,3722,9497,9271,7697,10954,8245,6933
Planctopirus,1687,2763,1468,1542,1292,952,1124,1046,841,2152,2192,1841,2376,1840,1624
Planifilum,398,570,362,330,345,215,277,246,232,437,553,430,649,505,431
Planktomarina,121,174,101,126,72,82,80,87,63,200,167,132,188,139,112
Planktotalea,209,330,178,210,171,133,157,129,92,291,326,213,316,203,182
Planktothricoides,411,670,368,400,359,253,303,254,213,634,591,441,671,535,517
Planktothrix,1267,1773,1005,1095,986,688,842,794,586,1837,1692,1245,2201,1489,1245
Planobispora,1933,1959,959,1913,1127,754,1542,821,634,3337,1620,1144,4049,1866,1522
Planococcus,731,1100,576,621,541,388,482,431,370,1005,985,715,1039,859,670
Planomicrobium,194,256,155,149,140,87,114,136,109,278,267,187,307,218,174
Planomonospora,2408,2301,1136,2028,1296,916,1639,933,731,3631,2040,1436,4349,2207,1865
Planotetraspora,1,0,0,1,0,1,2,1,0,6,4,0,3,2,0
Plantibacter,1042,1496,708,857,690,480,615,574,461,1332,1245,931,1598,1193,1056
Plasmodiophora,1164,1771,961,1036,835,643,724,663,564,1650,1510,1142,1869,1308,1067
Plasmodium,6465,8908,4615,5231,4306,3073,4206,3204,2832,9249,7977,5542,9971,7185,5067
Plasmopara,698,1102,510,533,516,333,479,398,346,965,968,592,1089,926,539
Platydorina,4,13,5,2,5,5,6,5,4,10,7,8,7,7,5
Pleodorina,10,10,5,6,8,4,2,2,2,6,5,7,8,10,11
Pleomorphobacterium,636,926,456,501,487,329,412,387,302,740,806,608,960,761,621
Pleomorphomonas,1040,1577,853,1144,864,593,753,715,506,1403,1373,959,1480,1112,929
Plesiocystis,1602,2282,1161,1241,1174,822,1025,838,777,2178,2152,1689,2661,1961,1678
Plesiomonas,187,256,174,148,143,86,137,97,103,285,260,172,278,214,145
Pleurastrum,2,3,0,2,4,0,0,0,0,5,6,0,5,3,5
Pleurocapsa,503,785,408,542,385,293,382,335,251,736,659,514,824,631,532
Pleurochrysis,1,1,1,5,0,0,0,0,0,1,1,0,0,2,0
Pleurocladia,2,0,0,3,2,1,1,2,1,4,1,2,2,2,7
Pleurotus,1247,1653,813,907,801,552,704,611,463,1726,1430,1022,1909,1168,976
Plicaturopsis,1994,2452,1453,1385,1343,947,1185,1050,789,2620,2237,1762,3071,2077,1810
Plocamium,2,0,0,2,0,0,2,1,0,6,0,1,2,2,0
Pluralibacter,245,357,200,225,212,105,167,152,137,361,313,215,372,251,224
Pneumocystis,426,563,306,340,321,173,217,190,153,546,442,312,499,412,243
Pochonia,1052,1389,782,931,742,516,664,559,446,1486,1277,921,1503,1191,833
Podospora,1481,2018,1064,1152,1023,662,926,745,580,2026,1738,1334,2305,1568,1316
Polaribacter,567,781,412,491,393,288,385,289,244,878,759,472,920,583,474
Polaromonas,6880,10803,6167,4684,5122,3373,4041,3626,3659,7520,10291,8153,9568,8144,7260
Polyangium,8,10,4,14,5,3,6,16,2,8,13,14,12,7,12
Polycyclovorans,447,666,415,344,369,248,262,228,236,608,694,512,632,450,510
Polymorphospora,5,3,2,2,6,3,2,1,0,5,2,3,5,5,4
Polymorphum,696,1073,522,592,590,379,456,466,335,911,908,720,971,757,581
Polymyxa,2,4,1,2,0,0,2,0,0,0,0,4,1,1,1
Polynucleobacter,1411,2082,1123,1068,1020,669,893,778,668,1753,1997,1542,1967,1483,1238
Polyporus,13,25,11,9,10,5,6,8,4,35,45,6,20,20,4
Polysphondylium,751,955,567,597,474,346,450,336,316,1014,968,602,1126,790,629
Polytoma,2,12,2,0,0,0,0,0,4,1,5,2,2,2,4
Polytomella,4,9,8,1,8,3,2,6,4,10,16,2,5,4,3
Pontibaca,210,345,168,148,183,102,129,121,101,279,263,185,306,240,208
Pontibacillus,367,630,370,341,316,250,278,266,219,535,500,416,636,459,389
Pontibacter,1703,2163,1150,1180,1072,731,1045,839,666,2002,1934,1440,2881,1913,1551
Ponticaulis,207,316,174,165,144,120,141,126,118,305,315,200,332,236,176
Ponticoccus,250,356,214,221,208,173,193,159,149,368,314,265,400,335,260
Poropsis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyra,36109,45377,23267,20999,21285,14814,18907,16932,14623,36920,38325,31026,59309,41751,38712
Porphyridium,6,10,6,4,6,5,3,3,4,12,9,8,10,7,8
Porphyrobacter,1795,2561,1409,1602,1357,952,1172,1073,922,2503,2274,1666,2713,1991,1677
Porphyromonas,1339,1767,1063,1179,951,711,867,697,618,1884,1675,1373,2017,1495,1209
Porticoccus,152,220,115,139,83,84,76,92,58,181,196,155,203,153,127
Poseidonocella,405,548,297,345,301,201,250,228,183,543,464,404,562,412,330
Postia,1630,2237,1154,1270,1102,844,1066,874,741,2299,1912,1532,2513,1755,1476
Pragia,76,137,58,69,90,53,70,42,37,138,114,80,158,105,59
Prasinococcus,1,3,2,0,2,3,0,1,5,5,4,2,1,2,2
Prasinoderma,5,5,1,3,3,7,2,1,5,4,5,7,9,4,4
Prasiola,4,3,1,0,3,1,1,2,1,5,2,1,1,1,1
Prasiolopsis,2,2,1,1,1,2,1,1,0,4,3,1,0,5,1
Prauserella,1358,1607,811,1127,857,646,926,638,535,1808,1285,980,2333,1365,1184
Preussia,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Prevotella,5227,7461,3991,4729,3861,2690,3627,3018,2412,7857,7087,4831,8149,5993,4498
Prevotellamassilia,14,22,14,18,9,9,15,15,6,30,26,15,24,19,18
Pricia,143,245,108,115,77,86,126,68,60,212,197,115,225,172,121
Prochlorococcus,1080,1569,799,936,761,576,780,575,520,1530,1415,1045,1700,1240,997
Prochloron,8,16,20,18,12,5,10,10,5,12,20,13,27,8,11
Prochlorothrix,438,616,313,398,314,243,307,234,195,646,530,401,712,558,420
Prolixibacter,250,343,172,214,170,114,160,132,109,338,304,248,436,283,228
Promicromonospora,1124,1455,785,959,725,516,783,578,462,1561,1140,919,2014,1203,1133
Propionibacterium,2245,2841,1534,1657,1527,1067,1324,1185,917,2753,2309,1960,3585,2524,2336
Propionicicella,604,714,368,466,404,248,367,289,191,777,534,402,1056,636,591
Propionigenium,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0
Propionimicrobium,264,322,188,228,169,114,169,128,117,418,273,221,424,260,283
Propionispira,181,295,157,152,179,119,119,104,97,250,277,187,320,235,180
Propionispora,416,660,370,338,333,240,301,266,232,468,579,479,664,579,437
Propionivibrio,1140,1707,957,873,855,559,716,583,524,1380,1741,1277,1617,1204,1141
Prorocentrum,27,31,16,22,9,13,13,5,7,19,19,17,43,22,22
Prosthecobacter,1967,2535,1485,3049,1868,1214,1793,1588,952,2480,2645,2095,3585,3100,2614
Prosthecochloris,390,631,368,373,354,257,323,287,230,618,624,447,670,519,468
Prosthecomicrobium,1486,2574,1361,1406,1393,917,1197,1182,855,2069,2266,1577,2370,1812,1498
Proteiniborus,148,247,133,110,111,94,105,101,95,172,193,159,237,181,133
Proteiniclasticum,108,150,96,88,95,61,70,50,52,157,128,107,151,129,106
Proteiniphilum,124,176,89,89,74,65,83,64,58,151,157,110,156,124,107
Proteocatella,52,96,47,46,35,38,32,28,22,66,76,43,82,52,51
Proteromonas,2,2,0,6,1,0,0,0,0,3,0,0,1,2,0
Proteus,247,374,204,234,208,126,149,142,133,391,316,233,379,311,173
Protomyces,425,641,383,407,338,205,303,235,221,636,544,396,640,548,383
Prototheca,16,16,19,7,12,5,8,7,8,19,14,13,16,17,9
Provencibacterium,132,188,111,145,126,64,84,72,73,184,174,154,189,164,140
Providencia,662,938,494,584,448,301,491,368,314,917,896,649,1006,645,546
Prymnesium,2,4,0,6,2,0,0,0,0,0,1,3,4,0,1
Pseudacidovorax,1434,2141,1104,1109,1021,711,833,797,651,1690,1795,1391,2109,1515,1340
Pseudaminobacter,724,1106,608,666,604,439,490,514,325,1040,1032,630,1003,754,629
Pseudanabaena,1319,1843,1012,1139,1067,718,956,779,608,1774,1700,1336,2152,1478,1307
Pseudarcicella,352,485,239,288,240,156,214,160,158,429,454,286,644,418,332
Pseudarthrobacter,1365,2014,948,1083,959,635,943,749,569,1912,1574,1200,2395,1543,1337
Pseudendoclonium,1,6,7,3,3,0,1,1,1,6,5,5,6,3,8
Pseudoalteromonas,3879,5487,3110,3598,2962,2073,2728,2278,1817,5882,5262,3795,5848,4342,3381
Pseudobacteriovorax,406,583,306,403,296,212,301,232,231,575,532,401,686,473,432
Pseudobacteroides,235,385,228,217,163,168,198,140,119,377,355,236,396,262,246
Pseudobutyrivibrio,389,576,307,342,280,185,271,217,189,564,521,357,607,439,364
Pseudocercospora,1668,2209,1224,1379,1149,835,1116,902,753,2413,2052,1573,2430,1763,1437
Pseudochlorella,1,2,0,1,2,0,0,0,2,0,1,1,4,3,0
Pseudochloris,2,0,0,2,1,0,1,0,1,0,2,1,0,0,2
Pseudochrobactrum,222,297,158,187,185,90,167,137,107,309,250,202,309,224,187
Pseudoclavibacter,1033,1352,696,895,739,543,752,545,437,1376,1158,924,1721,1183,976
Pseudocohnilembus,357,539,250,320,253,159,264,195,145,607,565,295,502,451,249
Pseudodonghicola,223,324,163,185,189,107,148,152,97,277,268,231,311,237,170
Pseudoduganella,385,596,329,323,305,198,301,221,210,494,550,556,588,481,438
Pseudoflavonifractor,271,321,169,248,184,126,187,165,119,334,366,249,427,327,282
Pseudoglutamicibacter,18,11,12,15,14,11,13,14,6,19,20,10,28,21,10
Pseudogulbenkiania,1181,1806,1002,970,926,649,798,706,595,1515,1837,1445,1751,1361,1232
Pseudogymnoascus,10341,14092,7061,9103,7206,4906,6246,5038,4320,14292,12185,8285,13756,10433,8233
Pseudohaliea,367,526,314,295,274,220,214,210,157,504,490,364,515,398,359
Pseudohongiella,777,1045,605,518,564,397,468,424,345,935,1071,828,1031,785,689
Pseudolabrys,6725,9645,5024,4254,4456,3278,3623,4014,2660,6010,8373,5956,6861,6139,4380
Pseudoloma,51,80,65,74,40,29,33,34,15,92,91,40,93,62,37
Pseudomassariella,1035,1358,719,897,660,484,653,592,437,1414,1181,944,1425,1109,840
Pseudomonas,65348,94595,53192,57286,49215,35357,44425,38635,30914,92895,90059,66069,96874,69895,59099
Pseudomuriella,6,10,2,0,2,1,2,1,0,1,1,2,3,3,1
Pseudoneochloris,3,1,1,0,1,0,1,2,0,4,4,0,4,1,0
Pseudonitzschia,4,2,1,0,1,1,0,1,0,7,5,4,3,1,0
Pseudonocardia,40506,48198,24261,35014,25446,17885,28332,19327,15259,56166,40085,30184,89443,46573,38607
Pseudooceanicola,1289,1923,1140,1229,1025,769,948,820,624,1892,1762,1257,2068,1477,1269
